run_id,condition,seed,init_scale,cyclic_pattern,participants_per_condition,mse,f2_neg_sep,routing_separation,genome
cnear_s3_i0.001_pABABAB_ppc2,near,3,0.001,ABABAB,2,0.3646937196820297,-0.8333333134651184,0.8333333134651184,000000111101
cnear_s3_i0.001_pABABAB_ppc2,near,3,0.001,ABABAB,2,0.32682359718124976,-0.666666641831398,0.666666641831398,000010011111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.6246009631798818,-1.0,1.0,000000111111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.6178236093658668,-0.8333333283662796,0.8333333283662796,010000111111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.5802973700257448,-0.8333333134651184,0.8333333134651184,000000011111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.5253868045715185,-0.6666666865348816,0.6666666865348816,000000010111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.5212070483427781,-0.666666641831398,0.666666641831398,010000111110
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.5149256602216226,-0.5000000149011612,0.5000000149011612,001000010111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.5035690245720056,-0.4999999701976776,0.4999999701976776,011000111011
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.4859708584845066,-0.1666666865348816,0.1666666865348816,001011010111
cnear_s3_i0.001_pABABAB_ppc3,near,3,0.001,ABABAB,3,0.45648365891896764,-0.0,0.0,001011001110
cnear_s3_i0.001_pABABABAB_ppc2,near,3,0.001,ABABABAB,2,0.4321231963594669,-1.0,1.0,000000111111
cnear_s3_i0.001_pABABABAB_ppc2,near,3,0.001,ABABABAB,2,0.4061625818079659,-0.8333333283662796,0.8333333283662796,100000111111
cnear_s3_i0.001_pABABABAB_ppc2,near,3,0.001,ABABABAB,2,0.2986071150617449,-0.8333333134651184,0.8333333134651184,000000111011
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.7085307241342533,-1.0,1.0,000000111111
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.6199345050872057,-0.8333333283662796,0.8333333283662796,010000111111
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.6048189637133445,-0.8333333134651184,0.8333333134651184,000000111101
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.5977925806595333,-0.6666666865348816,0.6666666865348816,000000111010
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.5912475546329529,-0.6666666567325592,0.6666666567325592,010010111111
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.558748370164941,-0.666666641831398,0.666666641831398,000100111101
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.5408946627686764,-0.5000000149011612,0.5000000149011612,000010010111
cnear_s3_i0.001_pABABABAB_ppc3,near,3,0.001,ABABABAB,3,0.5250208657877199,-0.0,0.0,110110011101
cnear_s3_i2.0_pABABAB_ppc2,near,3,2.0,ABABAB,2,0.4797932781194421,-1.0,1.0,000000111111
cnear_s3_i2.0_pABABAB_ppc2,near,3,2.0,ABABAB,2,0.4044060432775454,-0.8333333283662796,0.8333333283662796,000001111111
cnear_s3_i2.0_pABABAB_ppc2,near,3,2.0,ABABAB,2,0.3654257631331513,-0.8333333134651184,0.8333333134651184,000000111101
cnear_s3_i2.0_pABABAB_ppc2,near,3,2.0,ABABAB,2,0.2960447688544925,-0.666666641831398,0.666666641831398,000010011111
cnear_s3_i2.0_pABABAB_ppc3,near,3,2.0,ABABAB,3,0.6559444167293035,-1.0,1.0,000000111111
cnear_s3_i2.0_pABABAB_ppc3,near,3,2.0,ABABAB,3,0.6151193498418881,-0.8333333283662796,0.8333333283662796,000100111111
cnear_s3_i2.0_pABABAB_ppc3,near,3,2.0,ABABAB,3,0.5771106495307042,-0.8333333134651184,0.8333333134651184,000000011111
cnear_s3_i2.0_pABABAB_ppc3,near,3,2.0,ABABAB,3,0.49713901287088025,-0.6666666865348816,0.6666666865348816,000000010111
cnear_s3_i2.0_pABABAB_ppc3,near,3,2.0,ABABAB,3,0.48038032885927423,-0.4999999701976776,0.4999999701976776,001001111110
cnear_s3_i2.0_pABABABAB_ppc2,near,3,2.0,ABABABAB,2,0.42420898562754855,-1.0,1.0,000000111111
cnear_s3_i2.0_pABABABAB_ppc2,near,3,2.0,ABABABAB,2,0.39309055755488925,-0.8333333283662796,0.8333333283662796,100000111111
cnear_s3_i2.0_pABABABAB_ppc2,near,3,2.0,ABABABAB,2,0.30834915061834556,-0.8333333134651184,0.8333333134651184,000000111011
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.6731080523338812,-1.0,1.0,000000111111
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.6029869036684776,-0.8333333283662796,0.8333333283662796,010000111111
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.5832465323351923,-0.8333333134651184,0.8333333134651184,000000111101
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.5519774523617207,-0.6666666865348816,0.6666666865348816,000000111010
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.543068303694499,-0.666666641831398,0.666666641831398,001000101111
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.5140834190379614,-0.3333333134651184,0.3333333134651184,110100101111
cnear_s3_i2.0_pABABABAB_ppc3,near,3,2.0,ABABABAB,3,0.4996332834506857,-0.1666666865348816,0.1666666865348816,011101101001
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.458895831792192,-1.0,1.0,111111000000
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.39139404161356983,-0.8333333134651184,0.8333333134651184,011111000000
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.3765179396776313,-0.666666641831398,0.666666641831398,111110001000
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.3719047312201424,-0.4999999701976776,0.4999999701976776,011111001100
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.37185645780780097,-0.3333333432674408,0.3333333432674408,011101001100
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.36019026915627445,-0.3333333283662796,0.3333333283662796,100110100000
cfar_s0_i0.001_pABABAB_ppc2,far,0,0.001,ABABAB,2,0.35300806581720034,-0.3333333134651184,0.3333333134651184,110111001110
cfar_s0_i0.001_pABABAB_ppc3,far,0,0.001,ABABAB,3,0.5872960680952439,-1.0,1.0,111111000000
cfar_s0_i0.001_pABABAB_ppc3,far,0,0.001,ABABAB,3,0.5242772990694413,-0.8333333283662796,0.8333333283662796,111111000100
cfar_s0_i0.001_pABABAB_ppc3,far,0,0.001,ABABAB,3,0.5054524961572427,-0.6666666567325592,0.6666666567325592,111111000110
cfar_s0_i0.001_pABABAB_ppc3,far,0,0.001,ABABAB,3,0.45535370486860094,-0.666666641831398,0.666666641831398,111011000100
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.5366945685919149,-1.0,1.0,111111000000
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.46707494662881927,-0.8333333283662796,0.8333333283662796,111111000010
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.422033127236726,-0.6666666865348816,0.6666666865348816,110101000000
cfar_s0_i0.001_pABABABAB_ppc2,far,0,0.001,ABABABAB,2,0.410863458773057,-0.5000000149011612,0.5000000149011612,010111000100
