,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,A_12,A_13,A_14,A_15,A_16,A_17,A_18,A_19,A_20,A_21,A_22,A_23,A_24,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24
A_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005013474146835506,0.000842374109197408,0.0012613014550879598,0.0007292170776054263,-0.0007350348168984056,0.0014214133843779564,-0.00010718750127125531,0.0003927180077880621,0.000419327785493806,-0.0008789729909040034,-0.0008162591839209199,-0.0005337765906006098,-0.0006103997002355754,0.001533940783701837,-0.00045234861318022013,0.00045072706416249275,-0.0006209613638930023,-0.0009656932088546455,-2.3432362183939404e-07,-0.0013819963205605745,-0.0016053084982559085,0.0007826138753443956,0.0007697881083004177,0.0007992562022991478,-0.0016897337045520544
A_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009273755131289363,0.0005527126486413181,-0.0005910864565521479,-0.0006755948415957391,-0.0007291625370271504,6.389159534592181e-05,-0.0005749135743826628,0.0015638183103874326,-0.0010299523128196597,9.176599633065052e-06,-4.3123236537212506e-05,0.00011524826550157741,0.0010495720198377967,0.002058902755379677,-0.0007491249707527459,0.00012300375965423882,0.0007440891931764781,-0.0001485396787757054,0.0004299892170820385,0.0010864980285987258,-0.0008446851279586554,0.00017984930309467018,0.00043764043948613107,0.00025206152349710464,-0.0008663752814754844
A_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009932218817993999,0.001749036950059235,0.0013087611878290772,0.00110020546708256,0.0010496166069060564,0.0007911769207566977,-0.0009714938933029771,-0.0010975201148539782,0.0002146209153579548,-0.0010976463090628386,0.0006846959586255252,0.0006780691328458488,0.0016917146276682615,-0.0008884205599315464,-0.0017442615935578942,0.0002643501793500036,-0.0008312108111567795,-0.00028842032770626247,-0.001400984125211835,0.00019820797024294734,-0.00044342520413920283,-0.0004183816781733185,-0.0016020216280594468,0.0012672288576141,-0.0013158652000129223
A_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030684558441862464,-0.002058577723801136,-0.0009205547394230962,0.0010333303362131119,0.0003194714372511953,-0.00021061617007944733,-0.00048508073086850345,0.0005001181270927191,-8.687722583999857e-05,-0.0018774765776470304,-0.0014585088938474655,0.0012563165510073304,0.0020789417903870344,0.000347411900293082,-0.0012887532357126474,0.0007406786899082363,-0.0003582477802410722,0.0010925490641966462,-0.0008072485798038542,0.00022688560420647264,0.000747139158193022,0.0009918190771713853,0.0010791403474286199,-0.001295885886065662,0.0009950536768883467
A_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008528620819561183,-0.0005246687214821577,0.00030426171724684536,0.00025803703465498984,-0.0015691632870584726,-0.0004260801651980728,0.00019725417951121926,-0.0009632785222493112,0.0014161706203594804,0.00014890593593008816,-0.00022445022477768362,0.0015041203005239367,-0.00018258203635923564,-0.0006955925491638482,-0.0010663295397534966,-0.00021241320064291358,8.9177796326112e-05,0.00046662421664223075,0.0017604533350095153,-0.001182570937089622,0.00016395140846725553,-0.0008735721348784864,9.1483278083615e-05,0.0015529871452599764,-0.0012806796003133059
B_0,0.0017088879831135273,-0.002120862016454339,-0.00012675973994191736,0.0004013900179415941,-1.2611943020601757e-05,-0.0005162213928997517,0.0007140827365219593,-0.0002253362472401932,0.0016779169673100114,0.0022132508456707,-0.000281766609987244,0.00038495613262057304,0.0008876720676198602,-0.00018720459775067866,0.0007315118564292789,0.0027877299580723047,-0.0016905914526432753,-9.372604836244136e-05,0.0005641139578074217,-0.00045920308912172914,-0.00018581224139779806,0.0015003243461251259,0.0011470274766907096,-3.093631676165387e-05,-0.00027612707344815135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_1,-0.0012372409692034125,-0.0010113330790773034,-0.0021469690836966038,0.0021277517080307007,0.00032546796137467027,-0.0007391237304545939,0.002127537038177252,-1.5784145944053307e-05,-0.0012444842141121626,-0.0008852561004459858,-0.0005669693928211927,-0.0002580536238383502,0.0006540484610013664,-0.0003978066670242697,0.0017254078993573785,-0.0006141573539935052,0.002251505618914962,0.00011962870485149324,0.0008269341196864843,-0.0004340707673691213,0.000688473111949861,-0.00046073197154328227,0.0010050107957795262,-0.0003231388400308788,-0.00010076667967950925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_2,0.0005891600740142167,0.00027240862254984677,-0.001523148501291871,0.0024207772221416235,-0.0009558960446156561,0.0012505633058026433,-0.00041470961878076196,-0.0002678160381037742,0.0007779456209391356,0.0013521292712539434,-0.00032303237821906805,0.0009986723307520151,-0.0007558591314591467,0.0005776670295745134,-0.0008926723385229707,-0.0013606130378320813,0.00295537943020463,-0.0005038002855144441,0.0004525701515376568,0.0004947856650687754,0.001779827754944563,0.0010972227901220322,0.0007156249484978616,-0.001031971420161426,0.0006567919626832008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_3,-0.0013903201324865222,0.0003226973058190197,-0.0012504169717431068,-0.001335709122940898,-0.0010187397710978985,-0.00045154825784265995,-0.0007675708620809019,0.0003020205767825246,-0.0005430394085124135,-0.00043122537317685783,0.0008063842542469501,-0.00013614626368507743,0.0008919352549128234,-0.0012686466798186302,-0.0018400246044620872,-0.00016891630366444588,0.0016473450232297182,0.00028237179503776133,0.00147663289681077,-0.0005436447099782526,-4.41330030298559e-06,0.0015053990064188838,0.0006833895458839834,0.0004976150230504572,0.00034202676033601165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_4,-0.0006135703297331929,0.000662430829834193,0.0011826162226498127,0.0008453495684079826,-0.0007115899934433401,0.00079548847861588,0.00032573260250501335,0.0013070879504084587,-0.0004697514232248068,0.0009057283750735223,-0.00028980174101889133,-0.0003670503501780331,-0.0012001803843304515,-0.00033652319689281285,0.0002744352677837014,0.0006141396588645875,-0.0001350047969026491,-0.0008686063811182976,-0.0002256296866107732,0.0012140253093093634,0.0013098767958581448,-0.001155713340267539,-0.0003273815964348614,0.0006673384341411293,0.00032450639992021024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_5,0.0009661426302045584,9.906856575980783e-05,-0.0018828389002010226,0.0006691557937301695,-0.001024307101033628,0.0004689418419729918,0.0016646283911541104,-0.0014647149946540594,-0.0009812958305701613,0.0010387991787865758,0.0014067688025534153,0.00019069513655267656,-0.0005058349343016744,-0.00020520341058727354,-0.0009638721821829677,5.808068817714229e-05,-0.0006159298354759812,-0.0007661871495656669,-0.0004616981605067849,-0.00038052431773394346,0.0003914383996743709,0.0002459825191181153,-0.0009261793456971645,-9.774023055797443e-06,-0.0004999273805879056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_6,0.00017023889813572168,0.0006102983024902642,0.000959274242632091,0.0021697813645005226,-0.00023594594676978886,0.0020683095790445805,-0.0011915581999346614,-8.991307367978152e-06,0.00012620027700904757,0.00020863629470113665,-0.0017813770100474358,-0.0010702551808208227,-0.0009806402958929539,0.0003848206833936274,0.0014562758151441813,0.002125910948961973,-0.0006318952655419707,4.0153900044970214e-05,-0.0004764615441672504,-0.00018366269068792462,-0.0010553973261266947,-0.000548172858543694,0.0007112639141269028,2.3383479401672957e-06,0.0014929212629795074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
